id	text	class_label
1425	Not sure is my device problem or this app, while this app is on my bluetooth earpiece always will have interruption, after delete this app the bluetooth earpiece become normal	1
1426	App closes for no reason and asks to disable battery optimisation on every launch of app	1
1427	why i cannot enter this app	1
1428	Good app	0
1429	Don't install, government uses it to get your personal information	1
1430	After seeing police use a rescue helicopter to fine a family camping by themselves, I cannot trust this government.	1
1431	Error registering. It thinks TPG mobile number is not sg number	1
1432	downloaded it but the self isolation booking is not there, tried to re install but still same..	1
1433	Completely useless, you would expect live data and a further breakdown of data within each county all you get is static figures that provide no value! I expect someone got paid a lot of money to create this useless app	1
1434	Can't download the app, my phone's memory still available tho	1
1435	It won't valid my number and my mum can't even download it. Very disappointed I hope this app gets a lot better.	1
1436	Doesn't remember my details	1
1437	My mom is using a very old phone model and the "latest update" stopped at android ver 4.x... so we cannot download this app which only supported ver 5.1 above.	1
1438	The app could not scan any QR code for check in after updates..	1
1439	Easy to install and very safe	0
1440	I have received the test result but in the app it doesn't show the result. Can any one helo me?	1
1441	Great idea but it drains my battery in matter of hours. Had to uninstall app	1
1442	Unrealistic	1
1443	Very good for everyone	0
1444	This app does help me and it doesn't take much space nor do anything harmful to my phone and it helps beat covid so I'm all for!	0
1445	Top class and simple to use.	0
1446	I have bad experience with this app because I cannot apply for permission	1
1447	Seems consuming batt more than usual after this apps installed in my device...	1
1448	I have installed the latest version 1.8.2. I seriously doubt this "android" version is working properly... one of my family members tested positive, and the results were being uploaded to the website. The family members using iPhones got alert updates ~2 hours later. I -after 18 hours- still no update. Get it fixed guys! Ps.I think there is a mix up of updating frequency between the statistics frame and the 'own' risk frame. The latter seems to update only once a day!!!	0
1449	Good	0
1450	Bad	1
1451	Positive	0
1452	Awesome	0
1453	Thank you for providing an application that will help many Filipinos in fighting Covid-19	0
1454	Pure rubbish	1
1455	Easy install and sign up but it is ruining my connection with other Bluetooth devices that I need to use.	1
1456	working well	0
1457	Very bad experience.. This app need location should be ON always. And bluetooth was switching on automatically. Because of this GPS and bluetooth mobile battery was drying quickly. How visitors will register without QID number?	1
1458	I opened the app and said that I am good no symptoms and left it for a few days and it seems that app was not running since the 4th of August until the 6th when I reopened it, so when I was out on the 5th I could have been in contact with someone (e.g. someone who coughed in KFC). (1. Logs to see when the app last sent data.) (2. New cases in each county per 24 hours) (3. No Storage Permissions required for logging IDs Hi-CPU usage) (4. Weekly notifications something new, needs to be adjusted).	1
1459	Can’t believe it took so long to just let it run in  all across Canada. Is it gonna be up when Covid-19 is gone?	1
1460	Good initiative. However, my phone number starting with 89 is not usable as it says invalid singapore phone number (I'm using circles life). Kindly look into this matter please.	1
1461	This app ran reasonable well in the previous iteration, but the latest update (which now requires location to be on where it didn't previously) is a massive drain on the battery - to the point where I'm charging continuously throughout the day when I have the opportunity.	1
1462	Not very useful if it will only load onto\niPhones with iOS 13.5. What do people with\nOlder systems do.  Die?	1
1463	Uninstalled because your "close contact" criteria is useless for me. All my contscts are much shorter than 15 mins, and still, as I get out for shopping etc, I have a chance to contact with the virus. And app will not detect such a contact as something it should inform me. So, this app can give false security feeling. I don't need this. It maybe a bit useful for people who are still working with others Reduce the time, increase the distance. We have enough tests available now as far as I know	1
1464	Despite countless feedback about battery consumption since it's inception, nothing has been done to address this problem. Stop wasting people's time by asking for details of our phone's firmware as I do not see anyone addressing the issue of battery drainage till now. Huge disappointment in this programme as well as wasting tax payers money paying for it as problems unsolved for months. If it's not ready, do not force the people into a corner to make it mandatory.	1
1465	Fake	1
1466	Today 7dec in the morning 10 to 12nn, I am unable to setup my trace together app. I have key in my details ic name dob , but it says webpage respond is blocked. Pl help	1
1467	Excellent	0
1468	If government overreach was an app	1
1469	Everybody's main concern for a contact tracing app made by the government is "Will this track my location?" This is a completely valid concern seeing as mass surveillance has been a growing concern in the digital age. This app accomplishes privacy in two ways: only using Bluetooth to check if you've been next to someone infected with coronavirus and using encrypted anonymous data. This app is also secure as the code is 100% open source for everybody to view.	0
